user_id,matched_user_id,action
U088,U098,1
U088,U008,0
U088,U038,1
U088,U044,0
U088,U054,0
U088,U064,0
U088,U094,0
U088,U069,1
U088,U084,1
U088,U074,1
U088,U004,1
U088,U059,0
U088,U014,0
U088,U034,1
U089,U009,1
U089,U059,0
U089,U069,1
U089,U029,1
U089,U099,0
U089,U079,0
U089,U019,0
U089,U049,0
U089,U039,0
U089,U074,1
U089,U058,1
U089,U096,0
U089,U092,1
U089,U082,0
U089,U071,1
U089,U001,1
U089,U022,1
U089,U054,0
U089,U004,1
U089,U024,1
U090,U100,0
U090,U050,1
U090,U030,1
U090,U010,1
U090,U070,1
U090,U040,1
U090,U020,0
U090,U080,0
U090,U060,0
U090,U048,0
U090,U063,1
U090,U032,1
U090,U062,0
U090,U055,1
U090,U083,1
U090,U028,1
U090,U022,1
U090,U038,1
U090,U088,0
U090,U057,0
U091,U021,1
U091,U011,1
U091,U001,1
U091,U031,1
U091,U071,1
U091,U051,0
U091,U081,1
U091,U041,0
U091,U061,1
U091,U044,1
U091,U002,0
U091,U012,1
U091,U092,0
U091,U032,1
U091,U054,1
U091,U062,0
U091,U034,1
U091,U052,0
U091,U076,0
U091,U042,1
U092,U002,1
U092,U032,0
U092,U012,1
U092,U022,1
U092,U052,0
U092,U082,1
U092,U062,1
U092,U042,1
U092,U072,0
U092,U001,0
U092,U071,0
U092,U096,1
U092,U091,0
U092,U021,1
U092,U074,0
U092,U031,0
U092,U011,1
U092,U056,1
U092,U051,0
U092,U041,0
U093,U013,0
U093,U053,0
U093,U033,1
U093,U063,1
U093,U003,1
U093,U023,0
U093,U083,1
U093,U043,0
U093,U073,1
U093,U052,1
U093,U061,0
U093,U094,0
U093,U027,1
U093,U097,1
U093,U028,1
U093,U014,1
U093,U078,1
U093,U077,1
U093,U038,1
U093,U086,0
U094,U064,1
U094,U034,1
U094,U024,0
U094,U044,1
U094,U084,0
U094,U074,0
U094,U004,0
U094,U014,1
U094,U054,1
U094,U023,0
U094,U081,1
U094,U028,1
U094,U088,1
U094,U078,1
U094,U061,1
U094,U051,1
U094,U048,0
U094,U068,0
U094,U018,1
U094,U041,0
U095,U045,1
U095,U075,1
U095,U085,1
U095,U035,1
U095,U015,1
U095,U055,1
U095,U065,1
U095,U025,1
U095,U005,0
U095,U043,0
U095,U018,1
U095,U017,1
U095,U077,0
U095,U011,1
U095,U073,0
U095,U083,1
U095,U078,1
U095,U042,1
U095,U047,0
U095,U057,0
U096,U056,1
U096,U086,1
U096,U016,1
U096,U036,1
U096,U026,0
U096,U046,1
U096,U076,1
U096,U066,0
U096,U006,0
U096,U092,1
U096,U071,1
U096,U074,0
U096,U022,1
U096,U064,0
U096,U082,1
U096,U032,0
U096,U012,0
U096,U089,0
U096,U001,1
U096,U044,1
U097,U027,1
U097,U037,1
U097,U017,1
U097,U077,1
U097,U067,1
U097,U057,1
U097,U047,0
U097,U007,1
U097,U087,1
U097,U081,1
U097,U086,1
U097,U041,1
U097,U006,0
U097,U083,0
U097,U094,1
U097,U093,0
U097,U063,0
U097,U023,0
U097,U026,1
U097,U076,1
U098,U008,1
U098,U038,0
U098,U088,0
U098,U028,1
U098,U018,0
U098,U058,1
U098,U068,1
U098,U048,0
U098,U078,0
U098,U064,0
U098,U094,0
U098,U034,1
U098,U024,0
U098,U074,1
U098,U084,0
U098,U004,0
U098,U044,1
U098,U047,0
U098,U021,0
U098,U085,0
U099,U079,1
U099,U019,1
U099,U029,1
U099,U039,1
U099,U049,1
U099,U059,0
U099,U009,1
U099,U069,1
U099,U089,1
U099,U020,1
U099,U060,0
U099,U068,0
U099,U018,0
U099,U087,0
U099,U046,1
U099,U057,1
U099,U028,1
U099,U004,0
U099,U026,0
U099,U038,1
U100,U070,0
U100,U090,1
U100,U050,1
U100,U030,0
U100,U010,1
U100,U020,1
U100,U080,1
U100,U040,1
U100,U060,1
U100,U083,0
U100,U015,1
U100,U003,0
U100,U067,1
U100,U097,1
U100,U086,1
U100,U081,0
U100,U041,1
U100,U006,0
U100,U055,1
U100,U022,0
