user_id,matched_user_id,text_score,mbti_score,location_score,compatibility_score,action
U035,U007,22.88,60,100,61.63,1
U035,U033,22.03,60,100,61.37,0
U035,U010,28.98,75,50,52.89,1
U035,U050,28.93,75,50,52.88,1
U036,U076,82.31,75,100,85.32,1
U036,U016,92.35,90,50,77.77,1
U036,U006,79.11,90,50,73.74,1
U036,U066,78.99,90,50,73.7,1
U036,U086,94.4,75,50,72.82,1
U036,U056,94.22,75,50,72.77,1
U036,U096,92.45,75,50,72.23,1
U036,U054,35.81,75,100,71.15,1
U036,U044,30.0,75,100,69.38,1
U036,U046,79.59,75,50,68.31,1
U036,U026,79.2,75,50,68.19,1
U036,U091,24.98,75,100,67.85,0
U036,U088,30.16,60,100,63.85,1
U036,U073,29.08,60,100,63.52,1
U036,U055,22.78,60,100,61.6,1
U036,U050,21.62,60,100,61.25,0
U036,U059,20.51,60,100,60.91,1
U036,U069,20.24,60,100,60.83,1
U036,U040,19.52,60,100,60.61,1
U036,U062,37.65,75,50,55.53,1
U037,U027,95.3,75,100,89.27,0
U037,U057,92.75,60,100,82.92,1
U037,U087,84.98,60,100,80.55,1
U037,U017,97.17,90,50,79.24,0
U037,U007,85.08,90,50,75.56,0
U037,U097,95.3,75,50,73.09,1
U037,U026,34.07,75,100,70.62,1
U037,U004,33.76,75,100,70.52,1
U037,U024,33.64,75,100,70.49,0
U037,U084,33.59,75,100,70.47,1
U037,U077,85.01,75,50,69.96,1
U037,U046,31.32,75,100,69.78,1
U037,U051,27.0,75,100,68.46,1
U037,U047,97.31,60,50,68.13,0
U037,U067,82.42,60,50,63.59,1
U037,U079,27.81,60,100,63.13,0
U037,U099,22.89,60,100,61.64,0
U037,U060,19.45,60,100,60.59,0
U037,U020,18.84,60,100,60.4,1
U037,U062,35.1,90,50,60.33,1
U038,U028,73.2,90,100,88.12,1
U038,U068,67.44,90,100,86.36,1
U038,U078,67.54,75,100,80.82,1
U038,U008,95.2,75,50,73.07,1
U038,U098,94.19,75,50,72.76,1
U038,U018,67.29,90,50,70.14,1
U038,U088,76.25,75,50,67.29,1
U038,U048,70.45,75,50,65.52,1
U038,U058,70.08,75,50,65.41,1
U038,U052,32.76,60,100,64.64,1
U038,U061,26.84,60,100,62.84,1
U038,U093,26.6,60,100,62.77,1
U038,U013,23.25,60,100,61.75,0
U038,U019,31.14,90,50,59.13,1
U038,U099,30.37,90,50,58.89,0
U038,U069,27.4,90,50,57.98,0
U038,U064,62.86,60,50,57.64,1
U038,U059,24.45,90,50,57.08,1
U038,U094,59.98,60,50,56.76,1
U038,U004,59.91,60,50,56.74,1
U039,U019,90.62,75,100,87.85,1
U039,U079,94.98,90,50,78.57,0
U039,U049,94.89,90,50,78.55,0
U039,U029,92.43,90,50,77.8,0
U039,U009,90.71,90,50,77.27,1
U039,U099,94.92,75,50,72.98,1
U039,U059,83.03,75,50,69.36,0
U039,U042,25.04,75,100,67.87,0
U039,U069,77.24,75,50,67.59,1
U039,U075,23.73,75,100,67.47,1
U039,U010,22.62,75,100,67.13,1
U039,U066,31.9,60,100,64.38,1
U039,U014,29.52,60,100,63.66,1
U039,U089,78.53,60,50,62.41,0
U039,U016,25.31,60,100,62.37,0
U039,U012,25.1,60,100,62.31,1
U039,U005,24.3,60,100,62.06,0
U039,U025,21.85,60,100,61.32,0
U039,U031,21.45,60,100,61.2,1
U039,U053,21.4,60,100,61.18,0
U040,U050,83.9,90,100,91.38,1
U040,U080,96.36,90,50,79.0,0
U040,U030,95.16,90,50,78.63,1
U040,U070,94.97,90,50,78.57,1
U040,U100,84.66,90,50,75.43,1
U040,U090,84.58,90,50,75.41,0
U040,U060,96.12,75,50,73.35,1
U040,U020,87.97,75,50,70.86,1
U040,U010,85.9,75,50,70.23,1
U040,U088,24.26,75,100,67.63,0
U040,U073,22.08,75,100,66.96,1
U040,U059,18.87,75,100,65.99,1
U040,U069,18.46,75,100,65.86,1
U040,U055,18.33,75,100,65.82,0
U040,U054,36.05,60,100,65.65,0
U040,U044,28.72,60,100,63.41,0
U040,U076,21.84,60,100,61.32,1
U040,U091,20.64,60,100,60.95,1
U040,U036,19.52,60,100,60.61,1
U040,U048,27.37,75,50,52.4,1
U041,U081,92.19,90,100,93.9,1
U041,U051,94.74,90,50,78.5,1
U041,U061,94.58,90,50,78.45,1
U041,U086,25.57,90,100,73.6,1
U041,U097,24.09,90,100,73.16,1
U041,U071,92.92,75,50,72.37,1
U041,U011,70.66,90,50,71.16,1
U041,U001,67.82,90,50,70.3,0
U041,U006,27.87,75,100,68.73,1
U041,U031,73.04,75,50,66.31,1
U041,U091,70.46,75,50,65.53,1
U041,U083,34.78,60,100,65.26,1
U041,U021,69.26,75,50,65.16,1
U041,U094,42.69,90,50,62.64,1
U041,U015,25.32,60,100,62.38,0
U041,U003,24.19,60,100,62.03,1
U041,U014,39.67,90,50,61.72,1
U041,U067,20.62,60,100,60.94,0
U041,U100,20.25,60,100,60.83,1
U041,U023,35.68,90,50,60.51,1
U042,U012,96.95,60,100,84.2,1
U042,U022,91.25,90,50,77.44,1
U042,U072,72.02,60,100,76.6,1
U042,U031,51.59,60,100,70.38,1
U042,U062,96.75,60,50,67.96,1
U042,U002,96.45,60,50,67.87,0
U042,U039,25.04,75,100,67.87,1
U042,U019,24.69,75,100,67.76,1
U042,U075,24.09,75,100,67.58,1
U042,U010,23.17,75,100,67.3,0
U042,U032,93.64,60,50,67.01,1
U042,U092,93.29,60,50,66.91,1
U042,U052,91.2,60,50,66.27,0
U042,U014,31.48,60,100,64.25,1
U042,U066,30.94,60,100,64.09,1
U042,U053,30.84,60,100,64.06,0
U042,U016,30.74,60,100,64.03,0
U042,U025,27.87,60,100,63.15,1
U042,U067,40.68,90,50,62.03,0
U042,U005,21.79,60,100,61.3,1
U043,U073,93.22,90,50,78.04,1
U043,U083,90.7,90,50,77.27,1
U043,U003,78.82,90,50,73.65,1
U043,U095,28.91,75,100,69.05,1
U043,U018,26.36,75,100,68.27,0
U043,U063,96.87,60,50,68.0,1
U043,U023,96.54,60,50,67.9,1
U043,U017,35.01,60,100,65.33,0
U043,U077,30.48,60,100,63.95,1
U043,U045,28.23,60,100,63.26,1
U043,U011,27.57,60,100,63.06,0
U043,U053,77.29,60,50,62.03,0
U043,U033,75.97,60,50,61.63,1
U043,U013,75.78,60,50,61.57,1
U043,U093,74.78,60,50,61.27,1
U043,U047,37.89,75,50,55.6,1
U043,U057,37.34,75,50,55.44,0
U043,U042,35.93,75,50,55.01,0
U043,U022,34.91,75,50,54.69,1
U043,U067,33.51,75,50,54.27,1
U044,U054,76.9,75,100,83.67,1
U044,U091,39.03,90,100,77.71,1
U044,U064,90.89,90,50,77.33,1
U044,U004,96.69,75,50,73.52,1
U044,U088,61.14,60,100,73.29,1
U044,U034,76.43,90,50,72.92,0
U044,U084,93.62,75,50,72.58,1
U044,U074,93.62,75,50,72.58,1
U044,U024,93.47,75,50,72.54,1
U044,U094,91.02,75,50,71.79,1
U044,U076,32.33,75,100,70.09,1
U044,U036,30.0,75,100,69.38,1
U044,U014,80.42,75,50,68.56,1
U044,U073,40.69,60,100,67.06,1
U044,U040,28.72,60,100,63.41,1
U044,U050,28.06,60,100,63.21,1
U044,U071,42.86,90,50,62.7,0
U044,U059,22.53,60,100,61.53,1
U044,U055,22.32,60,100,61.46,1
U044,U069,22.03,60,100,61.37,0
U045,U095,93.56,60,100,83.17,1
U045,U065,80.89,90,50,74.28,0
U045,U005,85.46,75,50,70.1,0
U045,U025,83.1,75,50,69.38,1
U045,U017,25.11,75,100,67.89,1
U045,U077,23.8,75,100,67.49,1
U045,U075,93.61,60,50,67.01,0
U045,U085,93.44,60,50,66.95,1
U045,U011,20.29,75,100,66.42,1
U045,U055,85.5,60,50,64.53,1
U045,U043,28.23,60,100,63.26,1
U045,U035,78.74,60,50,62.47,1
U045,U015,78.71,60,50,62.46,0
U045,U018,23.85,60,100,61.93,0
U045,U064,34.06,75,50,54.44,1
U045,U094,34.02,75,50,54.42,0
U045,U097,33.19,75,50,54.17,0
U045,U027,30.88,75,50,53.47,0
U045,U024,30.48,75,50,53.35,0
U045,U084,30.43,75,50,53.33,0
U046,U026,96.79,90,100,95.3,1
U046,U076,97.06,90,50,79.21,1
U046,U027,30.65,90,100,75.15,1
U046,U051,27.9,90,100,74.31,1
U046,U086,79.2,90,50,73.77,0
U046,U066,93.49,75,50,72.54,0
U046,U006,93.38,75,50,72.51,1
U046,U004,35.45,75,100,71.04,0
U046,U024,32.42,75,100,70.12,1
U046,U084,32.38,75,100,70.1,0
U046,U037,31.32,75,100,69.78,0
U046,U036,79.59,75,50,68.31,1
U046,U056,79.28,75,50,68.22,0
U046,U096,77.56,75,50,67.69,0
U046,U016,74.56,75,50,66.78,1
U046,U099,31.48,60,100,64.25,1
U046,U079,28.48,60,100,63.34,0
U046,U087,28.21,60,100,63.26,1
U046,U057,27.84,60,100,63.14,0
U046,U060,27.06,60,100,62.91,1
U047,U057,92.49,90,50,77.82,0
U047,U087,82.35,90,50,74.73,0
U047,U067,82.19,90,50,74.68,1
U047,U037,97.31,60,50,68.13,1
U047,U008,24.54,75,100,67.72,1
U047,U098,24.29,75,100,67.64,0
U047,U085,23.25,75,100,67.32,0
U047,U017,94.49,60,50,67.27,1
U047,U097,92.67,60,50,66.72,1
U047,U027,92.67,60,50,66.72,1
U047,U080,17.31,75,100,65.51,1
U047,U002,35.33,60,100,65.42,1
U047,U077,85.32,60,50,64.48,1
U047,U007,84.85,60,50,64.34,1
U047,U065,20.58,60,100,60.93,1
U047,U021,19.68,60,100,60.66,0
U047,U042,35.33,90,50,60.4,1
U047,U022,34.18,90,50,60.05,1
U047,U058,29.69,90,50,58.68,0
U047,U078,26.55,90,50,57.73,0
U048,U078,93.24,90,50,78.04,0
U048,U058,93.08,90,50,78.0,1
U048,U088,94.23,75,50,72.77,1
U048,U068,93.39,75,50,72.51,1
U048,U018,93.19,75,50,72.45,0
U048,U028,87.31,75,50,70.66,0
U048,U090,20.42,75,100,66.46,0
U048,U008,72.13,75,50,66.03,0
U048,U038,70.45,75,50,65.52,0
U048,U098,70.32,75,50,65.48,1
U048,U062,32.42,60,100,64.54,0
U048,U063,29.77,60,100,63.73,1
U048,U032,25.53,60,100,62.44,1
U048,U042,32.35,90,50,59.49,1
U048,U067,29.67,90,50,58.68,1
U048,U044,66.09,60,50,58.62,1
U048,U022,28.39,90,50,58.29,0
U048,U014,63.93,60,50,57.96,0
U048,U034,63.72,60,50,57.9,0
U048,U087,26.66,90,50,57.76,0
U049,U029,94.96,90,100,94.75,1
U049,U079,97.53,90,50,79.35,0
U049,U009,95.71,90,50,78.8,1
U049,U039,94.89,90,50,78.55,0
U049,U019,93.1,75,50,72.43,0
U049,U099,92.49,75,50,72.24,1
U049,U069,79.73,75,50,68.35,1
U049,U059,78.54,75,50,67.99,1
U049,U035,22.26,75,100,67.02,1
U049,U034,29.28,60,100,63.58,1
U049,U089,80.74,60,50,63.08,1
U049,U094,27.48,60,100,63.04,0
U049,U023,25.77,60,100,62.51,0
U049,U064,24.61,60,100,62.16,0
U049,U056,23.0,60,100,61.67,1
U049,U007,22.72,60,100,61.59,0
U049,U033,21.71,60,100,61.28,0
U049,U088,30.53,90,50,58.94,1
U049,U008,28.05,90,50,58.18,0
U049,U098,25.05,90,50,57.27,0
U050,U040,83.9,90,100,91.38,0
U050,U090,94.05,90,50,78.29,1
U050,U100,93.97,90,50,78.27,1
U050,U080,86.12,90,50,75.88,0
U050,U070,84.82,90,50,75.48,1
U050,U030,84.6,90,50,75.41,0
U050,U010,97.81,75,50,73.86,1
U050,U020,95.59,75,50,73.18,0
U050,U060,88.13,75,50,70.91,1
U050,U055,26.23,75,100,68.23,0
U050,U073,23.56,75,100,67.42,1
U050,U088,23.06,75,100,67.27,0
U050,U059,20.11,75,100,66.37,1
U050,U069,17.7,75,100,65.63,0
U050,U054,30.47,60,100,63.95,1
U050,U044,28.06,60,100,63.21,1
U050,U076,26.12,60,100,62.62,1
U050,U036,21.62,60,100,61.25,1
U050,U091,20.12,60,100,60.79,1
U050,U058,29.08,75,50,52.92,1
U051,U041,94.74,90,50,78.5,1
U051,U081,94.57,90,50,78.45,1
U051,U061,92.19,90,50,77.72,0
U051,U084,49.7,75,100,75.38,0
U051,U026,30.56,90,100,75.12,0
U051,U004,47.04,75,100,74.57,1
U051,U024,46.48,75,100,74.4,1
U051,U046,27.9,90,100,74.31,1
U051,U027,26.42,90,100,73.86,1
U051,U071,93.0,75,50,72.4,1
U051,U001,70.66,90,50,71.16,0
U051,U011,70.14,90,50,71.01,1
U051,U037,27.0,75,100,68.46,1
U051,U091,70.52,75,50,65.55,1
U051,U031,67.94,75,50,64.76,1
U051,U021,66.6,75,50,64.35,0
U051,U014,45.61,90,50,63.53,1
U051,U094,45.27,90,50,63.43,1
U051,U087,25.95,60,100,62.57,0
U051,U057,24.07,60,100,62.0,1
U052,U062,88.0,90,50,76.45,1
U052,U061,41.99,75,100,73.03,1
U052,U092,94.28,75,50,72.78,0
U052,U032,91.65,75,50,71.98,1
U052,U012,91.41,75,50,71.91,0
U052,U072,72.95,90,50,71.86,1
U052,U002,91.2,75,50,71.85,1
U052,U082,72.84,90,50,71.83,1
U052,U093,37.13,75,100,71.55,1
U052,U013,33.66,75,100,70.49,1
U052,U022,96.65,60,50,67.93,0
U052,U042,91.2,60,50,66.27,1
U052,U028,35.68,60,100,65.53,0
U052,U031,50.05,90,50,64.89,1
U052,U038,32.76,60,100,64.64,1
U052,U078,25.03,60,100,62.29,1
U052,U068,24.99,60,100,62.28,1
U052,U053,39.71,90,50,61.73,1
U052,U007,39.64,90,50,61.71,0
U052,U021,53.36,75,50,60.32,0
U053,U033,93.28,90,50,78.06,1
U053,U072,27.77,90,100,74.28,1
U053,U031,25.23,90,100,73.5,1
U053,U093,95.43,75,50,73.13,1
U053,U013,93.05,75,50,72.41,1
U053,U012,30.92,75,100,69.66,0
U053,U016,30.48,75,100,69.53,1
U053,U005,27.41,75,100,68.59,1
U053,U025,25.07,75,100,67.88,1
U053,U014,24.4,75,100,67.67,1
U053,U066,23.84,75,100,67.5,1
U053,U003,93.11,60,50,66.85,1
U053,U063,74.66,75,50,66.81,1
U053,U023,74.4,75,50,66.73,1
U053,U042,30.84,60,100,64.06,1
U053,U083,79.67,60,50,62.76,1
U053,U019,24.91,60,100,62.25,1
U053,U043,77.29,60,50,62.03,0
U053,U052,39.71,90,50,61.73,1
U053,U010,21.95,60,100,61.35,1
U054,U044,76.9,75,100,83.67,1
U054,U024,83.39,90,50,75.04,1
U054,U074,79.8,90,50,73.95,1
U054,U084,79.8,90,50,73.95,1
U054,U014,96.52,75,50,73.47,1
U054,U004,76.74,90,50,73.02,0
U054,U034,93.23,75,50,72.46,1
U054,U076,39.68,75,100,72.33,1
U054,U088,55.55,60,100,71.59,1
U054,U091,36.11,75,100,71.24,1
U054,U036,35.81,75,100,71.15,1
U054,U094,78.08,75,50,67.85,1
U054,U064,74.8,75,50,66.85,1
U054,U040,36.05,60,100,65.65,0
U054,U073,32.16,60,100,64.46,1
U054,U050,30.47,60,100,63.95,1
U054,U069,25.38,60,100,62.4,1
U054,U055,25.19,60,100,62.34,1
U054,U059,23.11,60,100,61.7,0
U054,U078,66.95,60,50,58.88,0
U055,U035,93.19,90,50,78.03,1
U055,U015,90.47,90,50,77.2,0
U055,U095,81.09,90,50,74.34,0
U055,U075,80.68,90,50,74.22,1
U055,U085,78.4,90,50,73.52,1
U055,U088,28.78,75,100,69.01,0
U055,U050,26.23,75,100,68.23,1
U055,U025,97.49,60,50,68.19,0
U055,U005,97.32,60,50,68.14,1
U055,U073,22.55,75,100,67.11,1
U055,U069,22.09,75,100,66.97,0
U055,U059,19.18,75,100,66.08,0
U055,U065,90.55,60,50,66.07,1
U055,U040,18.33,75,100,65.82,0
U055,U045,85.5,60,50,64.53,0
U055,U054,25.19,60,100,62.34,1
U055,U076,24.92,60,100,62.25,1
U055,U036,22.78,60,100,61.6,1
U055,U044,22.32,60,100,61.46,0
U055,U091,18.91,60,100,60.42,1
U056,U096,89.81,90,50,77.0,0
U056,U034,33.22,90,100,75.93,0
U056,U064,29.29,90,100,74.74,0
U056,U016,95.1,75,50,73.03,1
U056,U036,94.22,75,50,72.77,1
U056,U086,91.7,75,50,72.0,0
U056,U007,37.16,75,100,71.56,1
U056,U006,85.41,75,50,70.08,0
U056,U066,82.68,75,50,69.25,1
U056,U023,29.56,75,100,69.24,0
U056,U094,29.25,75,100,69.15,1
U056,U026,79.58,75,50,68.31,0
U056,U076,79.37,75,50,68.24,0
U056,U046,79.28,75,50,68.22,1
U056,U033,22.48,75,100,67.09,1
U056,U035,23.51,60,100,61.82,1
U056,U049,23.0,60,100,61.67,1
U056,U092,37.91,90,50,61.19,1
U056,U002,37.86,90,50,61.17,1
U056,U032,37.57,90,50,61.08,0
U057,U087,80.65,90,100,90.39,1
U057,U027,95.0,60,100,83.61,1
U057,U037,92.75,60,100,82.92,1
U057,U047,92.49,90,50,77.82,1
U057,U067,83.22,90,50,74.99,1
U057,U097,97.49,60,50,68.19,1
U057,U079,22.47,75,100,67.08,1
U057,U020,20.81,75,100,66.58,0
U057,U099,19.93,75,100,66.31,0
U057,U060,18.99,75,100,66.02,0
U057,U017,90.0,60,50,65.9,1
U057,U024,33.28,60,100,64.8,1
U057,U084,30.19,60,100,63.86,1
U057,U004,30.15,60,100,63.85,1
U057,U026,27.94,60,100,63.17,1
U057,U046,27.84,60,100,63.14,1
U057,U077,80.68,60,50,63.07,1
U057,U007,80.58,60,50,63.03,1
U057,U051,24.07,60,100,62.0,1
U057,U022,38.04,90,50,61.23,1
U058,U048,93.08,90,50,78.0,1
U058,U078,89.98,90,50,77.05,1
U058,U022,31.47,90,100,75.4,1
U058,U018,96.95,75,50,73.6,1
U058,U074,59.22,60,100,72.71,1
U058,U068,93.56,75,50,72.57,0
U058,U028,90.98,75,50,71.78,1
U058,U088,90.8,75,50,71.72,1
U058,U009,30.74,75,100,69.6,0
U058,U030,24.19,75,100,67.61,0
U058,U098,73.7,75,50,66.51,0
U058,U008,71.75,75,50,65.92,1
U058,U038,70.08,75,50,65.41,0
U058,U089,32.68,60,100,64.62,1
U058,U092,32.1,60,100,64.44,1
U058,U096,29.89,60,100,63.77,1
U058,U071,29.34,60,100,63.6,1
U058,U001,25.74,60,100,62.5,1
U058,U082,23.64,60,100,61.86,0
U058,U042,32.59,90,50,59.57,1
U059,U069,94.57,90,100,94.63,0
U059,U099,83.07,90,50,74.94,1
U059,U019,79.3,90,50,73.8,0
U059,U088,32.11,75,100,70.02,1
U059,U039,83.03,75,50,69.36,1
U059,U029,80.88,75,50,68.7,1
U059,U079,78.61,75,50,68.01,1
U059,U049,78.54,75,50,67.99,1
U059,U089,96.15,60,50,67.78,0
U059,U009,77.0,75,50,67.52,0
U059,U073,22.77,75,100,67.17,0
U059,U050,20.11,75,100,66.37,0
U059,U055,19.18,75,100,66.08,0
U059,U040,18.87,75,100,65.99,1
U059,U076,27.95,60,100,63.18,1
U059,U054,23.11,60,100,61.7,1
U059,U044,22.53,60,100,61.53,1
U059,U091,21.47,60,100,61.2,1
U059,U036,20.51,60,100,60.91,0
U059,U018,32.94,90,50,59.67,0
U060,U020,85.93,90,100,92.0,1
U060,U010,87.97,90,50,76.44,1
U060,U080,96.47,75,50,73.45,0
U060,U040,96.12,75,50,73.35,0
U060,U070,95.02,75,50,73.01,1
U060,U030,93.14,75,50,72.44,1
U060,U099,21.51,90,100,72.37,0
U060,U050,88.13,75,50,70.91,0
U060,U090,84.54,75,50,69.82,1
U060,U100,82.65,75,50,69.24,0
U060,U079,21.28,75,100,66.72,1
U060,U087,19.25,75,100,66.1,1
U060,U057,18.99,75,100,66.02,1
U060,U046,27.06,60,100,62.91,1
U060,U024,25.9,60,100,62.55,1
U060,U084,25.86,60,100,62.54,1
U060,U004,25.83,60,100,62.53,1
U060,U026,24.49,60,100,62.12,0
U060,U037,19.45,60,100,60.59,1
U060,U051,19.19,60,100,60.51,1
U061,U081,97.61,90,50,79.38,1
U061,U041,94.58,90,50,78.45,0
U061,U051,92.19,90,50,77.72,0
U061,U013,24.24,90,100,73.2,1
U061,U093,24.04,90,100,73.14,1
U061,U052,41.99,75,100,73.03,1
U061,U071,92.84,75,50,72.35,1
U061,U001,72.96,90,50,71.87,1
U061,U011,70.64,90,50,71.16,0
U061,U031,72.84,75,50,66.25,0
U061,U091,70.45,75,50,65.52,1
U061,U021,69.25,75,50,65.16,1
U061,U078,32.76,60,100,64.64,1
U061,U068,29.68,60,100,63.71,1
U061,U094,45.77,90,50,63.58,1
U061,U028,28.89,60,100,63.47,0
U061,U038,26.84,60,100,62.84,0
U061,U014,42.83,90,50,62.68,1
U061,U063,35.73,90,50,60.52,0
U061,U023,35.61,90,50,60.49,1
U062,U032,93.41,75,100,88.7,1
U062,U052,88.0,90,50,76.45,1
U062,U012,93.69,75,50,72.6,1
U062,U002,93.2,75,50,72.45,0
U062,U092,90.02,75,50,71.49,1
U062,U063,36.05,75,100,71.22,0
U062,U082,70.81,90,50,71.21,1
U062,U072,69.3,90,50,70.75,1
U062,U042,96.75,60,50,67.96,1
U062,U022,91.44,60,50,66.34,1
U062,U031,54.34,90,50,66.19,1
U062,U048,32.42,60,100,64.54,1
U062,U007,40.58,90,50,62.0,1
U062,U090,22.52,60,100,61.52,0
U062,U011,54.55,75,50,60.68,1
U062,U091,54.4,75,50,60.63,1
U062,U001,54.05,75,50,60.53,1
U062,U017,35.51,90,50,60.45,1
U062,U021,53.47,75,50,60.35,0
U062,U037,35.1,90,50,60.33,1
U063,U023,96.65,90,50,79.08,1
U063,U093,77.39,90,50,73.22,1
U063,U013,73.1,90,50,71.91,1
U063,U062,36.05,75,100,71.22,1
U063,U032,35.67,75,100,71.11,1
U063,U033,78.63,75,50,68.02,0
U063,U043,96.87,60,50,68.0,1
U063,U073,96.35,60,50,67.84,0
U063,U053,74.66,75,50,66.81,1
U063,U083,90.81,60,50,66.15,0
U063,U048,29.77,60,100,63.73,0
U063,U003,78.91,60,50,62.53,1
U063,U090,23.28,60,100,61.75,1
U063,U094,39.32,90,50,61.62,0
U063,U027,37.02,90,50,60.91,0
U063,U061,35.73,90,50,60.52,0
U063,U014,35.6,90,50,60.48,0
U063,U081,35.56,90,50,60.47,1
U063,U086,35.25,90,50,60.38,1
U063,U026,34.63,90,50,60.19,1
U064,U094,96.84,75,100,89.74,1
U064,U034,71.46,90,100,87.59,1
U064,U044,90.89,90,50,77.33,0
U064,U056,29.29,90,100,74.74,1
U064,U004,91.0,75,50,71.79,1
U064,U024,91.01,75,50,71.79,1
U064,U074,90.88,75,50,71.75,1
U064,U084,90.88,75,50,71.75,0
U064,U023,36.08,75,100,71.23,1
U064,U033,29.42,75,100,69.2,1
U064,U007,25.72,75,100,68.08,0
U064,U054,74.8,75,50,66.85,1
U064,U014,74.59,75,50,66.79,1
U064,U071,49.21,90,50,64.63,0
U064,U029,27.27,60,100,62.97,0
U064,U096,41.63,90,50,62.32,1
U064,U035,24.97,60,100,62.27,1
U064,U049,24.61,60,100,62.16,0
U064,U021,38.71,90,50,61.43,0
U064,U091,32.27,90,50,59.47,0
U065,U085,84.79,60,100,80.5,1
U065,U045,80.89,90,50,74.28,1
U065,U005,93.28,75,50,72.48,1
U065,U025,90.37,75,50,71.59,1
U065,U002,28.32,75,100,68.87,0
U065,U035,94.9,60,50,67.4,0
U065,U015,94.86,60,50,67.39,1
U065,U021,21.44,75,100,66.77,1
U065,U055,90.55,60,50,66.07,1
U065,U075,85.16,60,50,64.43,1
U065,U095,84.7,60,50,64.29,1
U065,U008,26.46,60,100,62.72,0
U065,U080,20.74,60,100,60.98,1
U065,U047,20.58,60,100,60.93,0
U065,U098,20.55,60,100,60.92,1
U065,U014,31.67,75,50,53.71,1
U065,U044,28.99,75,50,52.89,1
U065,U063,28.65,75,50,52.79,0
U065,U084,28.64,75,50,52.78,1
U065,U074,28.64,75,50,52.78,0
U066,U016,77.88,90,100,89.54,1
U066,U006,97.06,90,50,79.21,0
U066,U036,78.99,90,50,73.7,1
U066,U026,96.68,75,50,73.51,0
U066,U076,96.42,75,50,73.44,1
U066,U014,43.23,75,100,73.41,0
U066,U046,93.49,75,50,72.54,1
U066,U012,33.85,75,100,70.55,1
U066,U056,82.68,75,50,69.25,1
U066,U072,28.02,75,100,68.77,0
U066,U086,79.08,75,50,68.16,1
U066,U005,24.99,75,100,67.85,1
U066,U025,24.87,75,100,67.82,1
U066,U096,77.45,75,50,67.66,1
U066,U031,23.9,75,100,67.52,0
U066,U053,23.84,75,100,67.5,1
U066,U039,31.9,60,100,64.38,1
U066,U042,30.94,60,100,64.09,0
U066,U019,27.71,60,100,63.1,0
U066,U075,24.42,60,100,62.1,1
U067,U087,97.44,90,50,79.32,1
U067,U097,80.65,60,100,79.23,1
U067,U057,83.22,90,50,74.99,1
U067,U047,82.19,90,50,74.68,1
U067,U003,32.31,75,100,70.08,1
U067,U083,26.78,75,100,68.4,0
U067,U007,97.35,60,50,68.14,1
U067,U077,94.48,60,50,67.27,0
U067,U015,23.05,75,100,67.26,1
U067,U100,20.77,75,100,66.57,0
U067,U070,19.12,75,100,66.06,1
U067,U086,34.45,60,100,65.16,1
U067,U006,34.21,60,100,65.08,1
U067,U037,82.42,60,50,63.59,1
U067,U017,79.66,60,50,62.75,0
U067,U081,25.93,60,100,62.56,1
U067,U027,78.12,60,50,62.29,1
U067,U042,40.68,90,50,62.03,1
U067,U041,20.62,60,100,60.94,1
U067,U022,36.86,90,50,60.87,1
U068,U028,90.85,90,100,93.49,1
U068,U078,96.42,75,100,89.61,1
U068,U038,67.44,90,100,86.36,1
U068,U018,96.61,90,50,79.07,1
U068,U058,93.56,75,50,72.57,1
U068,U048,93.39,75,50,72.51,1
U068,U088,91.1,75,50,71.82,1
U068,U008,71.78,75,50,65.93,1
U068,U098,70.68,75,50,65.59,1
U068,U061,29.68,60,100,63.71,1
U068,U013,25.25,60,100,62.36,1
U068,U052,24.99,60,100,62.28,1
U068,U093,24.65,60,100,62.17,0
U068,U019,36.46,90,50,60.74,1
U068,U099,34.54,90,50,60.16,1
U068,U059,30.28,90,50,58.86,0
U068,U069,29.88,90,50,58.74,0
U068,U024,65.65,60,50,58.49,1
U068,U074,65.56,60,50,58.46,0
U068,U084,65.56,60,50,58.46,0
U069,U059,94.57,90,100,94.63,1
U069,U019,83.67,90,50,75.13,0
U069,U099,79.6,90,50,73.89,1
U069,U088,35.2,75,100,70.96,1
U069,U009,83.58,75,50,69.52,0
U069,U029,79.82,75,50,68.38,0
U069,U049,79.73,75,50,68.35,1
U069,U079,77.59,75,50,67.7,1
U069,U039,77.24,75,50,67.59,0
U069,U089,94.9,60,50,67.4,1
U069,U055,22.09,75,100,66.97,0
U069,U073,19.67,75,100,66.23,1
U069,U040,18.46,75,100,65.86,1
U069,U050,17.7,75,100,65.63,1
U069,U054,25.38,60,100,62.4,1
U069,U076,24.94,60,100,62.26,1
U069,U044,22.03,60,100,61.37,0
U069,U091,21.01,60,100,61.06,1
U069,U036,20.24,60,100,60.83,1
U069,U028,32.61,90,50,59.57,1
U070,U100,88.34,90,100,92.73,0
U070,U030,96.36,90,50,79.0,1
U070,U080,95.02,90,50,78.59,1
U070,U040,94.97,90,50,78.57,1
U070,U090,86.46,90,50,75.98,1
U070,U050,84.82,90,50,75.48,1
U070,U060,95.02,75,50,73.01,1
U070,U010,84.96,75,50,69.95,1
U070,U020,84.61,75,50,69.84,1
U070,U083,27.19,75,100,68.52,1
U070,U067,19.12,75,100,66.06,1
U070,U015,18.57,75,100,65.9,1
U070,U003,18.39,75,100,65.84,1
U070,U006,24.07,60,100,62.0,1
